angDist,ID,Name  (Counterpart),RA  [hh:mm:ss],DEC  [dd:mm:ss],â [deg],b  [deg],Magnitude Outburst (AB),Mag.  Quies. (AB),d  [kpc],fxpeak [2-10] keV [erg s-1 cm-2],Porb  [h],Source,RA_ICRS,DE_ICRS,rgeo,b_rgeo,B_rgeo,rpgeo,b_rpgeo,B_rpgeo,Flag
4.355191,62,MAXI J1813-095,18:13:34,-9:31:59,20.1116048,3.94826128,iâ=18.62Â±0.02,iâ>19.7,,7.1E-10,,4157753227024059904,273.39123778119,-9.53192212795,3306.83008000,1880.63525000,5144.64648000,5094.00293000,3489.45703000,7440.01465000,10033
3.453277,61,Swift J1658.2-4242,16:58:13,-42:41:56,343.2512784,0.05342834,,,,7.2E-10,,5966232529369270784,254.55286656221,-42.69897375422,3646.47290000,1750.90417000,5363.27979000,3458.66211000,2841.24878000,4762.90625000,10033
4.211165,58,IGR J17451-3022,17:45:07,-30:22:43,358.7115137,-0.65799919,Ks=17.4Â±0.2,Ks=17.6Â±0.1,,1.9E-10,â¼6.284Â±0.001,4056777725548386816,266.27909867240,-30.37744281471,3573.70923000,2152.98291000,6936.46924000,2364.69678000,1771.85156000,2980.63403000,10033
0.571865,57,MAXI J1828-249,18:28:58,-25:01:46,8.1151012,-6.5448459,K=17.2Â±0.2,Ks=20.82Â±0.09,,4.58E-9,,4076998770904777216,277.24155520366,-25.02956705643,6142.31689000,4401.89307000,8266.13086000,5021.85010000,3945.74829000,6168.10400000,10033
4.001289,57,MAXI J1828-249,18:28:58,-25:01:46,8.1151012,-6.5448459,K=17.2Â±0.2,Ks=20.82Â±0.09,,4.58E-9,,4076998770976570496,277.24077734508,-25.03020998017,837.21667500,571.44287100,1275.34265000,6643.55664000,5667.86914000,7715.40869000,10033
1.265704,56,Swift J1753.7-2544,17:53:40,-25:45:14,3.6476003,0.10353821,K (not AB)â¼16.5,,,7.09E-9,,4067331113050349056,268.41643720888,-25.75360445799,183.07191500,161.08941700,209.28421000,176.19227600,158.19607500,207.55232200,10033
2.395433,55,Swift J174510.8-262411,17:45:11,-26:24:13,2.1108255,1.40326586,i'â¼17.6,râ>23.1Â±0.5,<7,2.9E-8,â¤21,4067049844217120768,266.29522598571,-26.40399429391,6503.74756000,3484.91846000,9797.90820000,,,,10099
3.172381,55,Swift J174510.8-262411,17:45:11,-26:24:13,2.1108255,1.40326586,i'â¼17.6,râ>23.1Â±0.5,<7,2.9E-8,â¤21,4067049844217120896,266.29542497178,-26.40441283534,4883.24463000,3093.73193000,6964.64111000,3505.91895000,2247.28003000,5316.72949000,10033
3.857176,55,Swift J174510.8-262411,17:45:11,-26:24:13,2.1108255,1.40326586,i'â¼17.6,râ>23.1Â±0.5,<7,2.9E-8,â¤21,4067049844217166336,266.29548151341,-26.40258706127,6758.26855000,4158.67969000,9805.59863000,,,,10099
1.409471,53,MAXI J1305-704,13:06:55,-70:27:05,304.2379729,-7.61898877,iâ=16.61Â±0.05,iâ=20.21Â±0.08,7.5+1.8-1.4,1.03E-9,9.5Â±0.1,5843823766718594560,196.73033374445,-70.45141696825,5313.65088000,3208.99463000,7814.46582000,4248.80811000,3810.11279000,4950.16797000,10033
2.008457,53,MAXI J1305-704,13:06:55,-70:27:05,304.2379729,-7.61898877,iâ=16.61Â±0.05,iâ=20.21Â±0.08,7.5+1.8-1.4,1.03E-9,9.5Â±0.1,5843823766719896576,196.73023458993,-70.45096044117,5411.05420000,3448.10400000,8265.36523000,,,,20099
0.885945,52,MAXI J1836-194,18:35:43,-19:19:10,13.9456207,-5.35432173,V=16.33Â±0.08,V>19.5,7Â±3,1.01E-9,<4.9,4092464402704344320,278.92891349786,-19.31950346990,5714.69629000,3506.97803000,7455.04688000,8432.45410000,6943.19971000,9910.04395000,20033
4.661694,52,MAXI J1836-194,18:35:43,-19:19:10,13.9456207,-5.35432173,V=16.33Â±0.08,V>19.5,7Â±3,1.01E-9,<4.9,4092464299624509184,278.92926177396,-19.32073624529,6055.64648000,4453.29395000,8383.73535000,6374.48779000,5194.26318000,7937.27490000,10033
4.968138,52,MAXI J1836-194,18:35:43,-19:19:10,13.9456207,-5.35432173,V=16.33Â±0.08,V>19.5,7Â±3,1.01E-9,<4.9,4092464402695366656,278.92979071030,-19.32069252366,3822.04077000,2336.99146000,5451.53369000,5860.58154000,4696.22314000,7419.18994000,10033
2.282268,51,MAXI J1543-564,15:43:17,-56:24:50,325.0848697,-1.12117655,zââ¼20.7,KsB2=21.8Â±0.2,>8.5,1.43E-9,,5884240474106833536,235.82155315941,-56.41438219221,7462.91797000,3363.49023000,11518.37010000,6991.75439000,3879.44751000,10990.40720000,20033
3.001392,51,MAXI J1543-564,15:43:17,-56:24:50,325.0848697,-1.12117655,zââ¼20.7,KsB2=21.8Â±0.2,>8.5,1.43E-9,,5884240474106548736,235.82228428234,-56.41366341588,6854.58154000,4071.38599000,9987.81836000,4793.20361000,3628.20874000,6840.68408000,10033
4.191386,51,MAXI J1543-564,15:43:17,-56:24:50,325.0848697,-1.12117655,zââ¼20.7,KsB2=21.8Â±0.2,>8.5,1.43E-9,,5884240469817629184,235.81908113313,-56.41453387649,6061.03857000,3907.24902000,9174.74023000,5447.62354000,4338.40771000,8634.03516000,10033
4.507222,51,MAXI J1543-564,15:43:17,-56:24:50,325.0848697,-1.12117655,zââ¼20.7,KsB2=21.8Â±0.2,>8.5,1.43E-9,,5884240474107132416,235.82298108928,-56.41428374764,3996.61523000,1822.99695000,7603.08203000,,,,10099
4.663147,51,MAXI J1543-564,15:43:17,-56:24:50,325.0848697,-1.12117655,zââ¼20.7,KsB2=21.8Â±0.2,>8.5,1.43E-9,,5884240474106549120,235.82119338900,-56.41260897607,4383.54297000,2332.66553000,6335.93750000,4453.88184000,3135.01685000,6733.89111000,10033
1.655646,48,"XTE J1752-223 
V5678 Sgr",17:52:15,-22:20:32,6.4231338,2.11431706,J=15.75Â±0.01,iâ>24.4,6Â±2,5.18E-10,<7,4070425031419419520,268.06296664211,-22.34206341057,4761.34424000,2562.53931000,7957.60303000,,,,10099
1.707310,48,"XTE J1752-223 
V5678 Sgr",17:52:15,-22:20:32,6.4231338,2.11431706,J=15.75Â±0.01,iâ>24.4,6Â±2,5.18E-10,<7,4070425035675924352,268.06231765646,-22.34266547297,8158.44775000,5560.64844000,11670.61910000,6105.72656000,5213.47705000,7093.23877000,10033
1.727111,48,"XTE J1752-223 
V5678 Sgr",17:52:15,-22:20:32,6.4231338,2.11431706,J=15.75Â±0.01,iâ>24.4,6Â±2,5.18E-10,<7,4070425031419355904,268.06221714123,-22.34182008354,5839.39062000,4283.11182000,7862.76807000,6154.16992000,4774.64893000,7106.36621000,10033
3.181824,48,"XTE J1752-223 
V5678 Sgr",17:52:15,-22:20:32,6.4231338,2.11431706,J=15.75Â±0.01,iâ>24.4,6Â±2,5.18E-10,<7,4070423553950626560,268.06175110223,-22.34277119603,5900.16309000,3504.66797000,9165.32715000,,,,10099
3.290117,48,"XTE J1752-223 
V5678 Sgr",17:52:15,-22:20:32,6.4231338,2.11431706,J=15.75Â±0.01,iâ>24.4,6Â±2,5.18E-10,<7,4070423558207167744,268.06262112389,-22.34312925114,5282.24756000,3227.27344000,8670.96191000,,,,10099
4.526629,48,"XTE J1752-223 
V5678 Sgr",17:52:15,-22:20:32,6.4231338,2.11431706,J=15.75Â±0.01,iâ>24.4,6Â±2,5.18E-10,<7,4070425035783374720,268.06148444743,-22.34138632201,6054.15869000,4041.37964000,9091.69336000,7984.67285000,5353.02930000,9488.29004000,10033
4.859473,48,"XTE J1752-223 
V5678 Sgr",17:52:15,-22:20:32,6.4231338,2.11431706,J=15.75Â±0.01,iâ>24.4,6Â±2,5.18E-10,<7,4070425035783358848,268.06316417778,-22.34342418792,7492.90332000,4287.10498000,11244.40230000,,,,10099
1.572188,46,Swift J1539.2-6227,15:39:12,-62:28:02,321.0186501,-5.64277055,uvw2=18.07Â±0.03,iâ>19.8,,6.47E-9,,5827204476677407488,234.80091268728,-62.46710940703,3454.69385000,1980.74719000,5738.22314000,3539.17676000,2800.92236000,4575.41162000,10033
3.272435,46,Swift J1539.2-6227,15:39:12,-62:28:02,321.0186501,-5.64277055,uvw2=18.07Â±0.03,iâ>19.8,,6.47E-9,,5827204472379312896,234.79853166463,-62.46782687991,6511.91748000,3769.06006000,10924.10350000,1642.56738000,1488.70374000,1815.56213000,10033
1.979708,45,Swift J1842.5-1124,18:42:17,-11:25:04,21.7270436,-3.17903051,Ks=16.75Â±0.05,Ksâ¼19.25,,9.85E-9,,4106813647947660288,280.57041054544,-11.41813925583,4947.52441000,3650.35278000,8367.31934000,5249.13623000,2577.28149000,8274.61816000,10133
3.193395,45,Swift J1842.5-1124,18:42:17,-11:25:04,21.7270436,-3.17903051,Ks=16.75Â±0.05,Ksâ¼19.25,,9.85E-9,,4106813647908004352,280.57014772832,-11.41719878641,5159.85840000,3242.56152000,7882.61768000,7178.30029000,3289.76562000,9745.70215000,10133
3.689943,43,IGR J17497-2821,17:49:38,-28:21:18,0.9531046,-0.45275798,Ks=17.8Â±0.2,,,1.09E-9,,4057612392326868352,267.40720262448,-28.35475409591,2197.01172000,1958.92798000,2467.33374000,2102.98975000,1904.43225000,2310.32031000,10033
0.890281,42,XTE J1817-330,18:17:44,-33:01:08,359.8172195,-7.99544288,g'=14.93Â±0.05,V>22.0,5.5Â±4.5,4.94E-8,,4045481137009856000,274.43314778823,-33.01908112040,6239.28320000,4602.93262000,8152.97070000,6751.32129000,4563.19629000,9436.51074000,10033
3.282494,42,XTE J1817-330,18:17:44,-33:01:08,359.8172195,-7.99544288,g'=14.93Â±0.05,V>22.0,5.5Â±4.5,4.94E-8,,4045481137009852928,274.43279089453,-33.01967915330,6298.62793000,4443.48291000,8065.60986000,8072.46582000,6892.72559000,9608.18066000,10033
3.813482,42,XTE J1817-330,18:17:44,-33:01:08,359.8172195,-7.99544288,g'=14.93Â±0.05,V>22.0,5.5Â±4.5,4.94E-8,,4045481137009845888,274.43451495686,-33.01851409958,5235.50732000,3348.44409000,7698.65186000,7137.33740000,6099.14648000,8562.52637000,10033
3.878855,42,XTE J1817-330,18:17:44,-33:01:08,359.8172195,-7.99544288,g'=14.93Â±0.05,V>22.0,5.5Â±4.5,4.94E-8,,4045481137009875712,274.43207810516,-33.01865831194,6161.29248000,4242.51807000,8176.47266000,6616.91895000,5518.11523000,7958.39648000,10033
4.170021,42,XTE J1817-330,18:17:44,-33:01:08,359.8172195,-7.99544288,g'=14.93Â±0.05,V>22.0,5.5Â±4.5,4.94E-8,,4045481137009884032,274.43289549989,-33.01779026653,5352.58008000,3508.19434000,7311.88086000,,,,20099
4.306775,42,XTE J1817-330,18:17:44,-33:01:08,359.8172195,-7.99544288,g'=14.93Â±0.05,V>22.0,5.5Â±4.5,4.94E-8,,4045481137009834880,274.43457268626,-33.01948159101,6779.79639000,5313.24805000,8419.90625000,6142.76611000,5008.55811000,7530.96582000,10033
2.042666,40,XTE J1818-245,18:18:24,-24:32:18,7.4426994,-4.19145967,V=17.42Â±0.01,R>18.4,3.55Â±0.75,1.69E-8,,4065299971536722432,274.59952486664,-24.53870094228,5725.71826000,4670.17139000,7063.96094000,5383.88867000,4463.38428000,6270.09570000,10033
3.751831,40,XTE J1818-245,18:18:24,-24:32:18,7.4426994,-4.19145967,V=17.42Â±0.01,R>18.4,3.55Â±0.75,1.69E-8,,4065299967282321536,274.59983484437,-24.53936462269,5467.33398000,3341.49854000,7544.14062000,,,,10099
4.427850,40,XTE J1818-245,18:18:24,-24:32:18,7.4426994,-4.19145967,V=17.42Â±0.01,R>18.4,3.55Â±0.75,1.69E-8,,4065299971488532992,274.60049916676,-24.53947640270,5327.76074000,3804.71509000,7234.65479000,4065.85278000,3307.11816000,5008.65771000,10033
4.373813,39,Swift J1753.5-0127,17:53:28,-1:27:06,24.8976155,12.18607327,Râ¼15.85,V>21.0,â¼6Â±2,5.64E-9,3.244Â±0.001,4178766135477201408,268.36787888657,-1.45175364344,6230.26270000,4584.17334000,8376.50879000,5231.79688000,3894.16724000,7108.17236000,10033
1.546058,38,IGR J17098-3628,17:09:46,-36:27:57,349.5539129,2.07451626,Vâ¼20.8,,â¼10.5,1.08E-9,,5976897036239826432,257.44218731789,-36.46592880811,6205.15234000,3653.29443000,8832.47070000,6804.13184000,4706.18408000,8048.24365000,10033
2.891916,38,IGR J17098-3628,17:09:46,-36:27:57,349.5539129,2.07451626,Vâ¼20.8,,â¼10.5,1.08E-9,,5976897040539462144,257.44181150326,-36.46662815398,7118.48193000,4862.71777000,8980.25586000,6424.09961000,4993.34570000,8758.25098000,20033
4.138448,38,IGR J17098-3628,17:09:46,-36:27:57,349.5539129,2.07451626,Vâ¼20.8,,â¼10.5,1.08E-9,,5976897040539457536,257.44279865474,-36.46653530569,5951.14160000,3556.45996000,10446.62890000,6409.53125000,4533.87500000,9335.53809000,10033
1.115844,37,"IGR J17091-3624 
SAX J1709.1-3624",17:09:08,-36:24:26,349.5247361,2.21273739,I=18.66Â±0.03,,,5.96E-9,,5976921951360352768,257.28332581722,-36.40691232472,6926.99365000,4457.39893000,11329.69240000,5306.60938000,3962.38647000,7567.63330000,10033
3.608312,37,"IGR J17091-3624 
SAX J1709.1-3624",17:09:08,-36:24:26,349.5247361,2.21273739,I=18.66Â±0.03,,,5.96E-9,,5976921951382731904,257.28413071074,-36.40799215144,5984.79102000,3852.80322000,9785.82324000,6043.78027000,4410.71826000,8402.91016000,10033
3.961881,35,XTE J1908+094,19:08:53,9:23:05,43.2633756,0.43407857,I>22,Hâ¼20.08Â±0.04,6.5Â±3.5,3.77E-9,,4309172509490329856,287.21977794604,9.38436595987,1799.34985000,944.06878700,3636.53052000,2144.69629000,1037.55237000,3039.65015000,10133
2.227098,34,SAX J1711.6-3808,17:11:37,-38:07:06,348.4406504,0.79880572,,R>22.1,,1.27E-9,,5973177495794993792,257.90476224356,-38.11873726865,3755.48755000,1514.22534000,5906.70459000,5789.27881000,5170.09277000,7312.64160000,10033
3.630911,34,SAX J1711.6-3808,17:11:37,-38:07:06,348.4406504,0.79880572,,R>22.1,,1.27E-9,,5973177495794993664,257.90489452572,-38.11916359858,2414.62915000,1152.02979000,4657.08008000,,,,10099
4.580278,34,SAX J1711.6-3808,17:11:37,-38:07:06,348.4406504,0.79880572,,R>22.1,,1.27E-9,,5973177491491228288,257.90460487592,-38.11710863442,3525.34595000,2231.55884000,6578.22119000,4865.45312000,3875.30591000,6658.74463000,10033
1.866137,33,XTE J1650-500,16:50:01,-49:57:44,336.7182648,-3.42701092,I=16.1Â±0.1,iâ>19.4,2.6Â±0.7,1.52E-8,7.69Â±0.02,5937599120570293248,252.50336712003,-49.96215772087,3716.69116000,1807.61938000,6270.44629000,5278.95654000,3785.05273000,7194.12842000,10033
3.055837,33,XTE J1650-500,16:50:01,-49:57:44,336.7182648,-3.42701092,I=16.1Â±0.1,iâ>19.4,2.6Â±0.7,1.52E-8,7.69Â±0.02,5937599154973476224,252.50538882229,-49.96190219869,4214.71338000,2457.86255000,7016.38965000,3982.11523000,2749.95215000,5056.14209000,10033
2.374530,32,"XTE J1118+480 
KV UMa",11:18:11,48:02:12,157.661162,62.32056579,I=13.6Â±0.1,iâ=19.0Â±0.2,1.72Â±0.1,4.99E-10,4.0784088Â±5E-07,789430249033567744,169.54485066920,48.03672437092,2568.61768000,1724.34851000,4021.19385000,3988.33008000,3440.99316000,4625.35059000,10033
0.366346,31,"XTE J1859+226 
V406 Vul",18:58:42,22:39:29,54.046082,8.60760698,Râ¼15.2,R=22.54Â±0.07,12.5Â±1.5,3.35E-8,6.58Â±0.05,4532919724132142976,284.67488986974,22.65806074132,3350.44458000,1359.81506000,7945.48047000,1744.53979000,1457.32166000,2005.92395000,11033
2.351704,30,"SAX J1819.3-2525 
V4641 Sgr",18:19:22,-25:24:25,6.7740023,-4.78873545,V=8.8,V=13.96Â±0.02,6.2Â±0.7,2.76E-7,67.6152Â±0.0002,4053096384771470720,274.84094475226,-25.40690557025,5309.75391000,3383.42554000,6930.02979000,,,,10099
3.822531,30,"SAX J1819.3-2525 
V4641 Sgr",18:19:22,-25:24:25,6.7740023,-4.78873545,V=8.8,V=13.96Â±0.02,6.2Â±0.7,2.76E-7,67.6152Â±0.0002,4053096384771357952,274.84265183958,-25.40752370972,1045.81738000,865.48364300,1302.07422000,,,,10099
3.877317,30,"SAX J1819.3-2525 
V4641 Sgr",18:19:22,-25:24:25,6.7740023,-4.78873545,V=8.8,V=13.96Â±0.02,6.2Â±0.7,2.76E-7,67.6152Â±0.0002,4053096384771753856,274.84090666116,-25.40611455692,5884.82178000,3829.19116000,7585.06689000,6316.52197000,5359.77881000,7562.19531000,10033
4.601216,30,"SAX J1819.3-2525 
V4641 Sgr",18:19:22,-25:24:25,6.7740023,-4.78873545,V=8.8,V=13.96Â±0.02,6.2Â±0.7,2.76E-7,67.6152Â±0.0002,4053096388934183040,274.84257938133,-25.40792111427,1381.13452000,1194.12671000,1669.96387000,1435.61108000,1217.12817000,1749.87964000,10033
4.939780,30,"SAX J1819.3-2525 
V4641 Sgr",18:19:22,-25:24:25,6.7740023,-4.78873545,V=8.8,V=13.96Â±0.02,6.2Â±0.7,2.76E-7,67.6152Â±0.0002,4053096384771472128,274.84143661705,-25.40558810945,5651.63721000,3995.68384000,7792.20410000,5861.22852000,4952.09668000,6707.94336000,10033
2.716822,29,XTE J2012+381,20:12:38,38:11:01,75.3883359,2.2470781,R=20.0Â±0.2,Ks=20.1Â±0.2,,7.77E-9,,2061673637409839616,303.15858347386,38.18433972096,6297.88770000,2773.04077000,13133.83110000,10489.13280000,8013.88232000,16579.47070000,10033
2.921089,29,XTE J2012+381,20:12:38,38:11:01,75.3883359,2.2470781,R=20.0Â±0.2,Ks=20.1Â±0.2,,7.77E-9,,2061673641720429312,303.15730783536,38.18351819815,5164.52148000,3839.88477000,8011.39404000,3982.87549000,3407.40161000,4909.85400000,10033
4.492518,28,XTE J1748-288,17:48:05,-28:28:26,0.6755628,-0.22203244,,,â¥8,1.61E-8,,4057514462766544384,267.02224157453,-28.47404679091,4019.45947000,3036.36011000,5741.89502000,3961.19238000,3072.33228000,5237.04785000,10033
2.906086,27,"XTE J1550-564 
V381 Nor",15:50:59,-56:28:35,325.8824005,-1.82687035,Vâ¼16.6,V=22.0Â±0.2,4.5Â±0.5,1.61E-7,37.0088Â±0.0001,5884099221246440064,237.74438024214,-56.47647617519,4050.56299000,1960.00256000,6776.84180000,6985.21729000,4253.30322000,9578.24512000,20033
2.744185,26,XTE J1755-324,17:55:29,-32:28:39,358.0392155,-3.63136938,,,,3.41E-9,,4043540017869317376,268.87082135817,-32.47826220672,7107.47852000,5129.13135000,9401.09473000,6847.26709000,5002.70898000,9904.98926000,10033
3.250741,26,XTE J1755-324,17:55:29,-32:28:39,358.0392155,-3.63136938,,,,3.41E-9,,4043540013586897408,268.87083775419,-32.47659702407,6476.71875000,4123.62158000,9003.50879000,,,,10099
4.332086,26,XTE J1755-324,17:55:29,-32:28:39,358.0392155,-3.63136938,,,,3.41E-9,,4043539983557741568,268.87023536875,-32.47859252354,5029.57812000,3365.38086000,7423.65527000,7901.26318000,5966.70459000,9716.18457000,20033
4.373943,26,XTE J1755-324,17:55:29,-32:28:39,358.0392155,-3.63136938,,,,3.41E-9,,4043540017915375360,268.87123559532,-32.47633336944,2937.38110000,1998.18127000,6640.87451000,5698.48779000,3753.74805000,8297.01172000,11033
4.721593,26,XTE J1755-324,17:55:29,-32:28:39,358.0392155,-3.63136938,,,,3.41E-9,,4043540017915367808,268.87229089344,-32.47704365990,3793.01685000,2215.63477000,5538.59277000,5091.05029000,4129.60986000,5964.12207000,10033
3.984806,25,GRS 1737-31,17:40:09,-31:02:24,357.5877503,-0.0994064,,,,6.0E-10,,4055195352233712128,265.03708396335,-31.04104792262,4610.22998000,2806.93921000,6843.02246000,3131.78125000,2334.44067000,4362.41309000,10033
4.102309,24,"GRS 1739-278 
V2606 Oph",17:42:40,-27:44:53,0.6720951,1.17572417,J=17.2Â±0.1,J>20.1,7.25Â±1.25,7.2E-9,,4060669893677609984,265.66537906719,-27.74805651574,6630.67285000,4539.67920000,9161.70312000,10947.96000000,7436.19238000,13350.69040000,10033
0.786741,22,"GRS 1730-312 
KS 1730-312",17:33:32,-31:12:16,356.687935,1.00634388,,,,1.14E-8,,4055310289847579264,263.38346774165,-31.20425858707,3870.88623000,2336.51440000,5798.83008000,,,,10099
0.805976,22,"GRS 1730-312 
KS 1730-312",17:33:32,-31:12:16,356.687935,1.00634388,,,,1.14E-8,,4055310289847579392,263.38350451487,-31.20461381293,2478.95947000,1314.17993000,4148.36133000,,,,99
4.654745,22,"GRS 1730-312 
KS 1730-312",17:33:32,-31:12:16,356.687935,1.00634388,,,,1.14E-8,,4055310289847585920,263.38341192598,-31.20315320836,6911.97021000,4055.76758000,11423.28420000,3342.61206000,2287.12622000,4484.00244000,10033
1.575148,21,"GRO J1655-40 
N Sco 1994 = V1033 Sco",16:54:00,-39:50:45,344.9818318,2.45604284,R=13.55,R=16.3Â±0.1,3.2Â±0.2,1.15E-7,62.92Â±0.003,5969790961312131456,253.50056825794,-39.84580029831,3271.27954000,2859.40845000,3827.76538000,3051.25830000,2608.28003000,3485.91748000,10033
4.345464,21,"GRO J1655-40 
N Sco 1994 = V1033 Sco",16:54:00,-39:50:45,344.9818318,2.45604284,R=13.55,R=16.3Â±0.1,3.2Â±0.2,1.15E-7,62.92Â±0.003,5969790965620721920,253.49853771254,-39.84627670008,6102.22607000,3345.53418000,9792.07129000,8021.51172000,5962.33105000,10623.07130000,20033
3.168655,20,"GRS 1716-249 
N Oph 1993 = V2293 Oph",17:19:37,-25:01:03,0.1422746,6.99086431,Vâ¼16.6,Vâ¥21.0,2.4Â±0.4,1.97E-8,,4110788141963722112,259.90320067556,-25.01740800294,6468.50586000,4476.97021000,8398.12305000,7661.39844000,5641.57568000,9258.89648000,20033
3.426876,20,"GRS 1716-249 
N Oph 1993 = V2293 Oph",17:19:37,-25:01:03,0.1422746,6.99086431,Vâ¼16.6,Vâ¥21.0,2.4Â±0.4,1.97E-8,,4110788141963698688,259.90395457359,-25.01843230593,5354.06299000,2744.33911000,8534.50684000,5062.61377000,3568.90259000,7506.04980000,10033
4.295580,19,"GRS 1009-45 
N Vel 1993 = MM Vel",10:13:36,-45:04:32,275.878471,9.34597492,R<14.7,r=20.4Â±0.1,3.8Â±0.3,5.1E-8,6.8449Â±0.0003,5414249796406957056,153.40167748357,-45.07569874903,4052.60620000,3302.00073000,5515.57129000,3810.09106000,3066.83057000,5063.30420000,10033
3.412305,18,"GRS 1915+105 
V1487 Aql",19:15:12,10:56:45,45.3657052,-0.21897507,H=13.09,Iâ¼23.7Â±0.4,9Â±2,9.29E-8,812Â±4,4309751264925566848,288.80058652227,10.94658622022,3570.00684000,2443.40967000,5743.64746000,7185.52783000,4115.69238000,8539.50879000,10033
4.162549,18,"GRS 1915+105 
V1487 Aql",19:15:12,10:56:45,45.3657052,-0.21897507,H=13.09,Iâ¼23.7Â±0.4,9Â±2,9.29E-8,812Â±4,4309751260630693888,288.79894336822,10.94532271908,3243.27173000,1899.09155000,5390.41846000,3694.70801000,2682.05444000,4840.37793000,10033
2.565844,17,"GRO J0422+32 
V518 Per",4:21:43,32:54:27,165.8808146,-11.91243707,R=12.65,R=21.0Â±0.1,2.49Â±0.3,5.77E-8,5.091850Â±0.000005,172650744633325312,65.42951323668,32.90815063953,3510.79663000,2442.50024000,4916.80469000,4563.09961000,3955.00195000,5416.25879000,10033
2.251990,16,"GRS 1124-684 
N Mus 1991 = GU Mus",11:26:27,-68:40:33,295.3006588,-7.07263349,Vâ¼13.5,i'=19.92Â±0.04,4.95+0.69-0.65,1.36E-7,10.38252Â±2E-05,5234956524083372544,171.61078146385,-68.67580556243,4781.08398000,2925.75732000,7205.56885000,3698.72583000,3318.59546000,4231.60205000,10033
4.567401,16,"GRS 1124-684 
N Mus 1991 = GU Mus",11:26:27,-68:40:33,295.3006588,-7.07263349,Vâ¼13.5,i'=19.92Â±0.04,4.95+0.69-0.65,1.36E-7,10.38252Â±2E-05,5234956451065289088,171.61593506934,-68.67561133554,2367.34058000,1343.29626000,4012.29150000,1021.64227000,881.26153600,1178.38354000,10033
2.272025,15,"GS 2023+338 
V404 Cyg",20:24:04,33:52:02,73.1187114,-2.09132512,Râ¼10.7,R=16.58Â±0.01,2.39Â±0.14,2.59E-7,155.30803Â±5E-05,2056188624872569088,306.01590855245,33.86717686476,3008.49121000,2487.43848000,3685.37793000,3375.79028000,2502.56982000,4408.21094000,10033
